County Name,Year,Income Per Capita($)
"Johnson, NE",2012,"32,335"
"Kearney, NE",2012,"56,992"
"Keith, NE",2012,"41,588"
"Keya Paha, NE",2012,"56,586"
"Kimball, NE",2012,"54,168"
"Knox, NE",2012,"40,722"
"Lancaster, NE",2012,"42,285"
"Lincoln, NE",2012,"44,525"
"Logan, NE",2012,"43,088"
"Loup, NE",2012,"40,154"
"McPherson, NE",2012,"39,670"
"Madison, NE",2012,"41,817"
"Merrick, NE",2012,"44,105"
"Morrill, NE",2012,"47,500"
"Nance, NE",2012,"37,309"
"Nemaha, NE",2012,"44,203"
"Nuckolls, NE",2012,"45,239"
"Otoe, NE",2012,"45,451"
"Pawnee, NE",2012,"37,668"
"Perkins, NE",2012,"64,537"
"Phelps, NE",2012,"51,515"
"Pierce, NE",2012,"45,751"
"Platte, NE",2012,"41,796"
"Polk, NE",2012,"49,127"
"Red Willow, NE",2012,"43,446"
"Richardson, NE",2012,"40,232"
"Rock, NE",2012,"51,682"
"Saline, NE",2012,"37,613"
"Sarpy, NE",2012,"42,500"
"Saunders, NE",2012,"42,019"
"Scotts Bluff, NE",2012,"38,702"
"Seward, NE",2012,"44,146"
"Sheridan, NE",2012,"42,863"
"Sherman, NE",2012,"42,157"
"Sioux, NE",2012,"48,533"
"Stanton, NE",2012,"37,235"
"Thayer, NE",2012,"55,191"
"Thomas, NE",2012,"43,391"
"Thurston, NE",2012,"38,455"
"Valley, NE",2012,"41,296"
"Washington, NE",2012,"48,753"
"Wayne, NE",2012,"37,605"
"Webster, NE",2012,"42,045"
"Wheeler, NE",2012,"64,792"
"York, NE",2012,"49,336"
"Churchill, NV",2012,"35,471"
"Clark, NV",2012,"38,912"
"Douglas, NV",2012,"55,018"
"Elko, NV",2012,"42,630"
"Esmeralda, NV",2012,"45,542"
"Eureka, NV",2012,"37,949"
"Humboldt, NV",2012,"42,952"
"Lander, NV",2012,"49,556"
"Lincoln, NV",2012,"28,744"
"Lyon, NV",2012,"29,705"
"Mineral, NV",2012,"32,590"
"Nye, NV",2012,"30,573"
"Pershing, NV",2012,"26,507"
"Storey, NV",2012,"37,039"
"Washoe, NV",2012,"43,648"
"White Pine, NV",2012,"37,385"
"Carson City (Independent City), NV",2012,"39,468"
"Belknap, NH",2012,"48,938"
"Carroll, NH",2012,"46,916"
"Cheshire, NH",2012,"43,466"
"Coos, NH",2012,"36,188"
"Grafton, NH",2012,"48,897"
"Hillsborough, NH",2012,"52,214"
"Merrimack, NH",2012,"54,464"
"Rockingham, NH",2012,"58,364"
"Strafford, NH",2012,"40,982"
"Sullivan, NH",2012,"42,255"
"Atlantic, NJ",2012,"41,828"
"Bergen, NJ",2012,"72,152"
"Burlington, NJ",2012,"51,107"
"Camden, NJ",2012,"44,592"
"Cape May, NJ",2012,"48,771"
"Cumberland, NJ",2012,"34,180"
"Essex, NJ",2012,"55,049"
"Gloucester, NJ",2012,"44,940"
"Hudson, NJ",2012,"48,103"
"Hunterdon, NJ",2012,"75,238"
"Mercer, NJ",2012,"59,260"
"Middlesex, NJ",2012,"53,435"
"Monmouth, NJ",2012,"63,107"
"Morris, NJ",2012,"79,765"
"Ocean, NJ",2012,"42,861"
"Passaic, NJ",2012,"42,798"
"Salem, NJ",2012,"41,674"
"Somerset, NJ",2012,"75,171"
"Sussex, NJ",2012,"50,844"
"Union, NJ",2012,"55,151"
"Warren, NJ",2012,"47,098"
"Bernalillo, NM",2012,"37,004"
"Catron, NM",2012,"28,313"
"Chaves, NM",2012,"35,236"
"Cibola, NM*",2012,"24,407"
"Colfax, NM",2012,"36,446"
"Curry, NM",2012,"39,874"
"De Baca, NM",2012,"42,254"
"Doña Ana, NM",2012,"31,296"
"Eddy, NM",2012,"50,676"
"Grant, NM",2012,"33,715"
"Guadalupe, NM",2012,"28,112"
"Harding, NM",2012,"52,316"
"Hidalgo, NM",2012,"34,790"
"Lea, NM",2012,"40,316"
"Lincoln, NM",2012,"36,349"
"Los Alamos, NM",2012,"62,625"
"Luna, NM",2012,"27,350"
"McKinley, NM",2012,"24,838"
"Mora, NM",2012,"41,210"
"Otero, NM",2012,"31,473"
"Quay, NM",2012,"31,498"
"Rio Arriba, NM",2012,"31,019"
"Roosevelt, NM",2012,"34,751"
"Sandoval, NM",2012,"36,092"
"San Juan, NM",2012,"32,928"
"San Miguel, NM",2012,"29,918"
"Santa Fe, NM",2012,"47,220"
"Sierra, NM",2012,"31,491"
"Socorro, NM",2012,"30,082"
"Taos, NM",2012,"31,475"
"Torrance, NM",2012,"26,420"
"Union, NM",2012,"32,098"
"Valencia, NM*",2012,"28,418"
"Albany, NY",2012,"50,191"
"Allegany, NY",2012,"30,011"
"Bronx, NY",2012,"30,532"
"Broome, NY",2012,"37,788"
"Cattaraugus, NY",2012,"34,340"
"Cayuga, NY",2012,"36,059"
"Chautauqua, NY",2012,"34,152"
"Chemung, NY",2012,"37,575"
"Chenango, NY",2012,"34,629"
"Clinton, NY",2012,"36,853"
"Columbia, NY",2012,"45,777"
"Cortland, NY",2012,"34,017"
"Delaware, NY",2012,"32,329"
"Dutchess, NY",2012,"45,808"
"Erie, NY",2012,"42,805"
"Essex, NY",2012,"37,449"
"Franklin, NY",2012,"32,588"
"Fulton, NY",2012,"35,064"
"Genesee, NY",2012,"36,984"
"Greene, NY",2012,"38,666"
"Hamilton, NY",2012,"41,433"
"Herkimer, NY",2012,"35,271"
"Jefferson, NY",2012,"42,301"
"Kings, NY",2012,"38,690"
"Lewis, NY",2012,"38,809"
"Livingston, NY",2012,"35,871"
"Madison, NY",2012,"36,404"
"Monroe, NY",2012,"45,842"
"Montgomery, NY",2012,"35,708"
"Nassau, NY",2012,"73,536"
"New York, NY",2012,"138,865"
"Niagara, NY",2012,"37,611"
"Oneida, NY",2012,"38,007"
"Onondaga, NY",2012,"43,738"
"Ontario, NY",2012,"43,096"
"Orange, NY",2012,"43,275"
"Orleans, NY",2012,"32,466"
"Oswego, NY",2012,"33,711"
"Otsego, NY",2012,"35,757"
"Putnam, NY",2012,"61,766"
"Queens, NY",2012,"39,469"
"Rensselaer, NY",2012,"40,755"
"Richmond, NY",2012,"46,136"
"Rockland, NY",2012,"52,326"
"St. Lawrence, NY",2012,"31,359"
"Saratoga, NY",2012,"53,435"
"Schenectady, NY",2012,"43,860"
"Schoharie, NY",2012,"32,891"
"Schuyler, NY",2012,"35,486"
"Seneca, NY",2012,"33,118"
"Steuben, NY",2012,"37,351"
"Suffolk, NY",2012,"55,338"
"Sullivan, NY",2012,"36,597"
"Tioga, NY",2012,"38,835"
"Tompkins, NY",2012,"37,824"
"Ulster, NY",2012,"40,964"
"Warren, NY",2012,"43,469"
"Washington, NY",2012,"33,496"
"Wayne, NY",2012,"37,543"
"Westchester, NY",2012,"87,589"
"Wyoming, NY",2012,"33,975"
"Yates, NY",2012,"33,582"
"Alamance, NC",2012,"34,306"
"Alexander, NC",2012,"29,579"
"Alleghany, NC",2012,"31,002"
"Anson, NC",2012,"28,349"
"Ashe, NC",2012,"31,223"
"Avery, NC",2012,"29,559"
"Beaufort, NC",2012,"36,711"
"Bertie, NC",2012,"30,260"
"Bladen, NC",2012,"30,075"
"Brunswick, NC",2012,"34,074"
"Buncombe, NC",2012,"38,205"
"Burke, NC",2012,"28,944"
"Cabarrus, NC",2012,"37,167"
"Caldwell, NC",2012,"29,216"
"Camden, NC",2012,"41,038"
"Carteret, NC",2012,"41,728"
"Caswell, NC",2012,"29,232"
"Catawba, NC",2012,"36,991"
"Chatham, NC",2012,"49,528"
"Cherokee, NC",2012,"27,846"
"Chowan, NC",2012,"34,288"
"Clay, NC",2012,"27,569"
"Cleveland, NC",2012,"31,445"
"Columbus, NC",2012,"28,781"
"Craven, NC",2012,"38,198"
"Cumberland, NC",2012,"34,991"
"Currituck, NC",2012,"39,049"
"Dare, NC",2012,"45,189"
"Davidson, NC",2012,"32,761"
"Davie, NC",2012,"39,990"
"Duplin, NC",2012,"30,607"
"Durham, NC",2012,"42,703"
"Edgecombe, NC",2012,"30,520"
"Forsyth, NC",2012,"40,986"
"Franklin, NC",2012,"30,273"
"Gaston, NC",2012,"34,771"
"Gates, NC",2012,"31,670"
"Graham, NC",2012,"27,287"
"Granville, NC",2012,"32,156"
"Greene, NC",2012,"27,811"
"Guilford, NC",2012,"39,603"
"Halifax, NC",2012,"31,844"
"Harnett, NC",2012,"29,891"
"Haywood, NC",2012,"33,806"
"Henderson, NC",2012,"36,142"
"Hertford, NC",2012,"27,687"
"Hoke, NC",2012,"28,296"
"Hyde, NC",2012,"34,331"
"Iredell, NC",2012,"40,732"
"Jackson, NC",2012,"26,926"
"Johnston, NC",2012,"33,630"
"Jones, NC",2012,"36,752"
"Lee, NC",2012,"34,174"
"Lenoir, NC",2012,"35,550"
"Lincoln, NC",2012,"35,402"
"McDowell, NC",2012,"27,695"
"Macon, NC",2012,"32,578"
"Madison, NC",2012,"27,792"
"Martin, NC",2012,"31,132"
"Mecklenburg, NC",2012,"56,494"
"Mitchell, NC",2012,"30,363"
"Montgomery, NC",2012,"28,424"
"Moore, NC",2012,"44,527"
"Nash, NC",2012,"36,197"
"New Hanover, NC",2012,"36,920"
"Northampton, NC",2012,"30,558"
"Onslow, NC",2012,"42,912"
"Orange, NC",2012,"52,468"
"Pamlico, NC",2012,"36,807"
"Pasquotank, NC",2012,"33,700"
"Pender, NC",2012,"31,869"
"Perquimans, NC",2012,"36,098"
"Person, NC",2012,"32,271"
"Pitt, NC",2012,"35,657"
"Polk, NC",2012,"36,880"
"Randolph, NC",2012,"31,661"
"Richmond, NC",2012,"29,608"
"Robeson, NC",2012,"26,108"
"Rockingham, NC",2012,"32,155"
"Rowan, NC",2012,"31,469"
"Rutherford, NC",2012,"28,089"
"Sampson, NC",2012,"32,828"
"Scotland, NC",2012,"28,965"
"Stanly, NC",2012,"31,525"
"Stokes, NC",2012,"30,556"
"Surry, NC",2012,"31,963"
"Swain, NC",2012,"30,990"
"Transylvania, NC",2012,"32,676"
"Tyrrell, NC",2012,"29,479"
"Union, NC",2012,"40,658"
"Vance, NC",2012,"30,237"
"Wake, NC",2012,"48,976"
"Warren, NC",2012,"25,733"
"Washington, NC",2012,"32,531"
"Watauga, NC",2012,"30,114"
"Wayne, NC",2012,"33,967"
"Wilkes, NC",2012,"30,214"
"Wilson, NC",2012,"35,561"
"Yadkin, NC",2012,"31,757"
"Yancey, NC",2012,"30,075"
"Adams, ND",2012,"56,889"
"Barnes, ND",2012,"53,507"
"Benson, ND",2012,"42,144"
"Billings, ND",2012,"89,817"
"Bottineau, ND",2012,"70,447"
"Bowman, ND",2012,"68,011"
"Burke, ND",2012,"91,179"
"Burleigh, ND",2012,"52,431"
"Cass, ND",2012,"50,351"
"Cavalier, ND",2012,"74,879"
"Dickey, ND",2012,"63,367"
"Divide, ND",2012,"69,061"
"Dunn, ND",2012,"73,084"
"Eddy, ND",2012,"55,431"
"Emmons, ND",2012,"53,220"
"Foster, ND",2012,"67,148"
"Golden Valley, ND",2012,"51,551"
"Grand Forks, ND",2012,"45,068"
"Grant, ND",2012,"55,290"
"Griggs, ND",2012,"61,784"
"Hettinger, ND",2012,"66,919"
"Kidder, ND",2012,"53,531"
"LaMoure, ND",2012,"70,092"
"Logan, ND",2012,"58,213"
"McHenry, ND",2012,"55,815"
"McIntosh, ND",2012,"55,364"
"McKenzie, ND",2012,"74,150"
"McLean, ND",2012,"55,067"
"Mercer, ND",2012,"48,736"
"Morton, ND",2012,"48,507"
"Mountrail, ND",2012,"64,412"
"Nelson, ND",2012,"60,105"
"Oliver, ND",2012,"50,602"
"Pembina, ND",2012,"56,053"
"Pierce, ND",2012,"47,259"
"Ramsey, ND",2012,"50,466"
"Ransom, ND",2012,"50,699"
"Renville, ND",2012,"76,779"
"Richland, ND",2012,"51,958"
"Rolette, ND",2012,"33,469"
"Sargent, ND",2012,"62,704"
"Sheridan, ND",2012,"53,994"
"Sioux, ND",2012,"27,992"
"Slope, ND",2012,"79,390"
"Stark, ND",2012,"75,528"
"Steele, ND",2012,"82,251"
"Stutsman, ND",2012,"50,206"
"Towner, ND",2012,"61,211"
"Traill, ND",2012,"55,553"
"Walsh, ND",2012,"50,429"
"Ward, ND",2012,"56,744"
"Wells, ND",2012,"66,394"
"Williams, ND",2012,"100,961"
"Adams, OH",2012,"28,091"
"Allen, OH",2012,"35,577"
"Ashland, OH",2012,"31,819"
"Ashtabula, OH",2012,"32,025"
"Athens, OH",2012,"29,095"
"Auglaize, OH",2012,"40,328"
"Belmont, OH",2012,"33,434"
"Brown, OH",2012,"30,497"
"Butler, OH",2012,"38,251"
"Carroll, OH",2012,"32,507"
"Champaign, OH",2012,"34,080"
"Clark, OH",2012,"34,532"
"Clermont, OH",2012,"41,138"
"Clinton, OH",2012,"38,685"
"Columbiana, OH",2012,"32,927"
"Coshocton, OH",2012,"29,642"
"Crawford, OH",2012,"32,861"
"Cuyahoga, OH",2012,"45,279"
"Darke, OH",2012,"35,459"
"Defiance, OH",2012,"34,350"
"Delaware, OH",2012,"60,641"
"Erie, OH",2012,"58,135"
"Fairfield, OH",2012,"38,676"
"Fayette, OH",2012,"32,596"
"Franklin, OH",2012,"44,434"
"Fulton, OH",2012,"37,198"
"Gallia, OH",2012,"34,324"
"Geauga, OH",2012,"57,044"
"Greene, OH",2012,"41,130"
"Guernsey, OH",2012,"32,769"
"Hamilton, OH",2012,"51,907"
"Hancock, OH",2012,"41,047"
"Hardin, OH",2012,"29,291"
"Harrison, OH",2012,"30,365"
"Henry, OH",2012,"37,716"
"Highland, OH",2012,"30,016"
"Hocking, OH",2012,"30,969"
"Holmes, OH",2012,"30,994"
"Huron, OH",2012,"33,754"
"Jackson, OH",2012,"30,533"
"Jefferson, OH",2012,"32,818"
"Knox, OH",2012,"36,109"
"Lake, OH",2012,"41,902"
"Lawrence, OH",2012,"32,415"
"Licking, OH",2012,"38,026"
"Logan, OH",2012,"36,135"
"Lorain, OH",2012,"38,309"
"Lucas, OH",2012,"38,202"
"Madison, OH",2012,"34,875"
"Mahoning, OH",2012,"37,972"
"Marion, OH",2012,"31,042"
"Medina, OH",2012,"44,737"
"Meigs, OH",2012,"28,787"
"Mercer, OH",2012,"40,704"
"Miami, OH",2012,"40,670"
"Monroe, OH",2012,"28,409"
"Montgomery, OH",2012,"38,824"
"Morgan, OH",2012,"26,570"
"Morrow, OH",2012,"31,956"
"Muskingum, OH",2012,"33,628"
"Noble, OH",2012,"22,958"
"Ottawa, OH",2012,"42,354"
"Paulding, OH",2012,"34,260"
"Perry, OH",2012,"30,321"
"Pickaway, OH",2012,"33,973"
"Pike, OH",2012,"30,769"
"Portage, OH",2012,"37,442"
"Preble, OH",2012,"33,601"
"Putnam, OH",2012,"40,711"
"Richland, OH",2012,"32,898"
"Ross, OH",2012,"31,053"
"Sandusky, OH",2012,"34,393"
"Scioto, OH",2012,"30,536"
"Seneca, OH",2012,"32,890"
"Shelby, OH",2012,"37,604"
"Stark, OH",2012,"38,288"
"Summit, OH",2012,"42,204"
"Trumbull, OH",2012,"34,661"
"Tuscarawas, OH",2012,"35,757"
"Union, OH",2012,"40,743"
"Van Wert, OH",2012,"34,939"
"Vinton, OH",2012,"28,707"
"Warren, OH",2012,"47,695"
"Washington, OH",2012,"35,291"
"Wayne, OH",2012,"35,680"
"Williams, OH",2012,"34,243"
"Wood, OH",2012,"39,477"
"Wyandot, OH",2012,"36,740"
"Adair, OK",2012,"24,968"
"Alfalfa, OK",2012,"43,123"
"Atoka, OK",2012,"27,605"
"Beaver, OK",2012,"51,376"
"Beckham, OK",2012,"40,661"
"Blaine, OK",2012,"35,811"
"Bryan, OK",2012,"28,572"
"Caddo, OK",2012,"30,453"
"Canadian, OK",2012,"40,904"
"Carter, OK",2012,"39,746"
"Cherokee, OK",2012,"27,829"
"Choctaw, OK",2012,"28,364"
"Cimarron, OK",2012,"54,556"
"Cleveland, OK",2012,"39,838"
"Coal, OK",2012,"29,002"
"Comanche, OK",2012,"36,304"
"Cotton, OK",2012,"39,266"
"Craig, OK",2012,"31,638"
"Creek, OK",2012,"35,359"
"Custer, OK",2012,"40,041"
"Delaware, OK",2012,"28,119"
"Dewey, OK",2012,"41,841"
"Ellis, OK",2012,"59,314"
"Garfield, OK",2012,"44,207"
"Garvin, OK",2012,"35,868"
"Grady, OK",2012,"35,909"
"Grant, OK",2012,"46,068"
"Greer, OK",2012,"27,510"
"Harmon, OK",2012,"36,026"
"Harper, OK",2012,"45,900"
"Haskell, OK",2012,"32,107"
"Hughes, OK",2012,"29,781"
"Jackson, OK",2012,"35,882"
"Jefferson, OK",2012,"32,593"
"Johnston, OK",2012,"30,629"
"Kay, OK",2012,"37,154"
"Kingfisher, OK",2012,"42,039"
"Kiowa, OK",2012,"35,863"
"Latimer, OK",2012,"32,158"
"Le Flore, OK",2012,"29,877"
"Lincoln, OK",2012,"31,539"
"Logan, OK",2012,"37,596"
"Love, OK",2012,"31,037"
"McClain, OK",2012,"41,414"
"McCurtain, OK",2012,"28,521"
"McIntosh, OK",2012,"30,110"
"Major, OK",2012,"41,613"
"Marshall, OK",2012,"30,854"
"Mayes, OK",2012,"29,885"
"Murray, OK",2012,"38,593"
"Muskogee, OK",2012,"31,743"
"Noble, OK",2012,"38,145"
"Nowata, OK",2012,"31,822"
"Okfuskee, OK",2012,"26,591"
"Oklahoma, OK",2012,"44,847"
"Okmulgee, OK",2012,"29,615"
"Osage, OK",2012,"31,473"
"Ottawa, OK",2012,"32,628"
"Pawnee, OK",2012,"31,695"
"Payne, OK",2012,"33,056"
"Pittsburg, OK",2012,"34,900"
"Pontotoc, OK",2012,"35,907"
"Pottawatomie, OK",2012,"34,532"
"Pushmataha, OK",2012,"29,668"
"Roger Mills, OK",2012,"44,760"
"Rogers, OK",2012,"38,529"
"Seminole, OK",2012,"32,970"
"Sequoyah, OK",2012,"29,568"
"Stephens, OK",2012,"44,106"
"Texas, OK",2012,"42,462"
"Tillman, OK",2012,"33,457"
"Tulsa, OK",2012,"59,925"
"Wagoner, OK",2012,"34,005"
"Washington, OK",2012,"45,657"
"Washita, OK",2012,"34,333"
"Woods, OK",2012,"43,721"
"Woodward, OK",2012,"48,077"
"Baker, OR",2012,"32,216"
"Benton, OR",2012,"38,296"
"Clackamas, OR",2012,"47,169"
"Clatsop, OR",2012,"35,700"
"Columbia, OR",2012,"35,148"
"Coos, OR",2012,"34,200"
"Crook, OR",2012,"31,425"
"Curry, OR",2012,"34,503"
"Deschutes, OR",2012,"39,386"
"Douglas, OR",2012,"32,866"
"Gilliam, OR",2012,"42,350"
"Grant, OR",2012,"32,846"
"Harney, OR",2012,"31,004"
"Hood River, OR",2012,"40,646"
"Jackson, OR",2012,"36,133"
"Jefferson, OR",2012,"27,783"
"Josephine, OR",2012,"32,299"
"Klamath, OR",2012,"31,285"
"Lake, OR",2012,"31,784"
"Lane, OR",2012,"36,359"
"Lincoln, OR",2012,"36,092"
"Linn, OR",2012,"33,519"
"Malheur, OR",2012,"25,570"
"Marion, OR",2012,"33,310"
"Morrow, OR",2012,"35,722"
"Multnomah, OR",2012,"44,412"
"Polk, OR",2012,"33,236"
"Sherman, OR",2012,"56,005"
"Tillamook, OR",2012,"34,392"
"Umatilla, OR",2012,"32,356"
"Union, OR",2012,"33,150"
"Wallowa, OR",2012,"36,413"
"Wasco, OR",2012,"36,115"
"Washington, OR",2012,"47,008"
"Wheeler, OR",2012,"27,354"
"Yamhill, OR",2012,"35,393"
"Adams, PA",2012,"40,015"
"Allegheny, PA",2012,"49,946"
"Armstrong, PA",2012,"38,938"
"Beaver, PA",2012,"40,147"
"Bedford, PA",2012,"34,574"
"Berks, PA",2012,"41,624"
"Blair, PA",2012,"37,998"
"Bradford, PA",2012,"36,346"
"Bucks, PA",2012,"58,572"
"Butler, PA",2012,"48,266"
"Cambria, PA",2012,"36,009"
"Cameron, PA",2012,"39,965"
"Carbon, PA",2012,"39,268"
"Centre, PA",2012,"38,637"
"Chester, PA",2012,"67,712"
"Clarion, PA",2012,"36,318"
"Clearfield, PA",2012,"37,171"
"Clinton, PA",2012,"33,093"
"Columbia, PA",2012,"35,228"
"Crawford, PA",2012,"34,197"
"Cumberland, PA",2012,"46,437"
"Dauphin, PA",2012,"42,814"
"Delaware, PA",2012,"52,986"
"Elk, PA",2012,"39,794"
"Erie, PA",2012,"38,048"
"Fayette, PA",2012,"35,727"
"Forest, PA",2012,"20,554"
"Franklin, PA",2012,"38,644"
"Fulton, PA",2012,"34,976"
"Greene, PA",2012,"37,461"
"Huntingdon, PA",2012,"31,468"
"Indiana, PA",2012,"33,788"
"Jefferson, PA",2012,"36,977"
"Juniata, PA",2012,"33,374"
"Lackawanna, PA",2012,"40,031"
"Lancaster, PA",2012,"41,081"
"Lawrence, PA",2012,"37,383"
"Lebanon, PA",2012,"39,028"
"Lehigh, PA",2012,"44,823"
"Luzerne, PA",2012,"37,847"
"Lycoming, PA",2012,"37,899"
"McKean, PA",2012,"38,857"
"Mercer, PA",2012,"34,938"
"Mifflin, PA",2012,"32,187"
"Monroe, PA",2012,"33,372"
"Montgomery, PA",2012,"69,814"
"Montour, PA",2012,"46,739"
"Northampton, PA",2012,"43,369"
"Northumberland, PA",2012,"35,267"
"Perry, PA",2012,"36,536"
"Philadelphia, PA",2012,"45,677"
"Pike, PA",2012,"37,060"
"Potter, PA",2012,"33,559"
"Schuylkill, PA",2012,"35,145"
"Snyder, PA",2012,"35,243"
"Somerset, PA",2012,"35,532"
"Sullivan, PA",2012,"37,949"
"Susquehanna, PA",2012,"35,599"
"Tioga, PA",2012,"34,928"
"Union, PA",2012,"33,438"
"Venango, PA",2012,"35,553"
"Warren, PA",2012,"36,847"
"Washington, PA",2012,"46,988"
"Wayne, PA",2012,"35,839"
"Westmoreland, PA",2012,"43,955"
"Wyoming, PA",2012,"37,881"
"York, PA",2012,"41,991"
"Bristol, RI",2012,"65,703"
"Kent, RI",2012,"49,377"
"Newport, RI",2012,"56,713"
"Providence, RI",2012,"40,889"
"Washington, RI",2012,"54,763"
"Abbeville, SC",2012,"27,595"
"Aiken, SC",2012,"35,576"
"Allendale, SC",2012,"27,259"
"Anderson, SC",2012,"32,529"
"Bamberg, SC",2012,"27,542"
"Barnwell, SC",2012,"28,278"
"Beaufort, SC",2012,"45,062"
"Berkeley, SC",2012,"32,241"
"Calhoun, SC",2012,"31,737"
"Charleston, SC",2012,"49,603"
"Cherokee, SC",2012,"27,947"
"Chester, SC",2012,"27,902"
"Chesterfield, SC",2012,"25,569"
"Clarendon, SC",2012,"27,663"
"Colleton, SC",2012,"28,513"
"Darlington, SC",2012,"30,765"
"Dillon, SC",2012,"23,789"
"Dorchester, SC",2012,"33,615"
"Edgefield, SC",2012,"29,076"
"Fairfield, SC",2012,"30,311"
"Florence, SC",2012,"34,587"
"Georgetown, SC",2012,"37,789"
"Greenville, SC",2012,"39,698"
"Greenwood, SC",2012,"31,144"
"Hampton, SC",2012,"26,304"
"Horry, SC",2012,"30,659"
"Jasper, SC",2012,"23,233"
"Kershaw, SC",2012,"34,180"
"Lancaster, SC",2012,"34,284"
"Laurens, SC",2012,"28,845"
"Lee, SC",2012,"26,298"
"Lexington, SC",2012,"37,686"
"McCormick, SC",2012,"28,836"
"Marion, SC",2012,"25,576"
"Marlboro, SC",2012,"24,618"
"Newberry, SC",2012,"32,195"
"Oconee, SC",2012,"35,037"
"Orangeburg, SC",2012,"28,115"
"Pickens, SC",2012,"31,304"
"Richland, SC",2012,"37,845"
"Saluda, SC",2012,"29,531"
"Spartanburg, SC",2012,"36,133"
"Sumter, SC",2012,"33,324"
"Union, SC",2012,"27,391"
"Williamsburg, SC",2012,"26,191"
"York, SC",2012,"37,756"
"Aurora, SD",2012,"40,601"
"Beadle, SD",2012,"43,391"
"Bennett, SD",2012,"29,538"
"Bon Homme, SD",2012,"36,175"
"Brookings, SD",2012,"40,067"
"Brown, SD",2012,"48,306"
"Brule, SD",2012,"40,655"
"Buffalo, SD",2012,"26,406"
"Butte, SD",2012,"31,133"
"Campbell, SD",2012,"44,380"
"Charles Mix, SD",2012,"39,327"
"Clark, SD",2012,"49,577"
"Clay, SD",2012,"32,144"
"Codington, SD",2012,"42,714"
"Corson, SD",2012,"30,862"
"Custer, SD",2012,"37,793"
"Davison, SD",2012,"42,388"
"Day, SD",2012,"45,505"
"Deuel, SD",2012,"51,457"
"Dewey, SD",2012,"38,443"
"Douglas, SD",2012,"50,138"
"Edmunds, SD",2012,"50,097"
"Fall River, SD",2012,"40,638"
"Faulk, SD",2012,"56,367"
"Grant, SD",2012,"45,324"
"Gregory, SD",2012,"37,947"
"Haakon, SD",2012,"43,411"
"Hamlin, SD",2012,"40,274"
"Hand, SD",2012,"52,778"
"Hanson, SD",2012,"58,099"
"Harding, SD",2012,"54,467"
"Hughes, SD",2012,"47,536"
"Hutchinson, SD",2012,"47,262"
"Hyde, SD",2012,"54,646"
"Jackson, SD",2012,"25,413"
"Jerauld, SD",2012,"45,610"
"Jones, SD",2012,"56,803"
"Kingsbury, SD",2012,"48,897"
"Lake, SD",2012,"46,737"
"Lawrence, SD",2012,"41,448"
"Lincoln, SD",2012,"55,272"
"Lyman, SD",2012,"44,270"
"McCook, SD",2012,"44,225"
"McPherson, SD",2012,"49,648"
"Marshall, SD",2012,"48,974"
"Meade, SD",2012,"39,227"
"Mellette, SD",2012,"27,495"
"Miner, SD",2012,"40,061"
"Minnehaha, SD",2012,"48,461"
"Moody, SD",2012,"47,622"
"Oglala Lakota, SD*",2012,"22,315"
"Pennington, SD",2012,"43,901"
"Perkins, SD",2012,"39,518"
"Potter, SD",2012,"119,413"
"Roberts, SD",2012,"35,476"
"Sanborn, SD",2012,"39,293"
"Spink, SD",2012,"57,423"
"Stanley, SD",2012,"56,594"
"Sully, SD",2012,"89,279"
"Todd, SD",2012,"23,193"
"Tripp, SD",2012,"44,163"
"Turner, SD",2012,"43,829"
"Union, SD",2012,"88,426"
"Walworth, SD",2012,"42,812"
"Yankton, SD",2012,"40,710"
"Ziebach, SD",2012,"18,777"
"Anderson, TN",2012,"36,452"
"Bedford, TN",2012,"30,763"
"Benton, TN",2012,"29,708"
"Bledsoe, TN",2012,"23,435"
"Blount, TN",2012,"35,510"
"Bradley, TN",2012,"35,043"
"Campbell, TN",2012,"29,134"
"Cannon, TN",2012,"30,583"
"Carroll, TN",2012,"31,621"
"Carter, TN",2012,"29,479"
"Cheatham, TN",2012,"35,613"
"Chester, TN",2012,"29,362"
"Claiborne, TN",2012,"31,060"
"Clay, TN",2012,"28,107"
"Cocke, TN",2012,"27,389"
"Coffee, TN",2012,"33,472"
"Crockett, TN",2012,"33,958"
"Cumberland, TN",2012,"31,692"
"Davidson, TN",2012,"50,328"
"Decatur, TN",2012,"38,585"
"DeKalb, TN",2012,"33,073"
"Dickson, TN",2012,"32,857"
"Dyer, TN",2012,"36,005"
"Fayette, TN",2012,"45,064"
"Fentress, TN",2012,"26,901"
"Franklin, TN",2012,"32,857"
"Gibson, TN",2012,"33,550"
"Giles, TN",2012,"32,009"
"Grainger, TN",2012,"27,654"
"Greene, TN",2012,"34,155"
"Grundy, TN",2012,"27,421"
"Hamblen, TN",2012,"32,148"
"Hamilton, TN",2012,"44,603"
"Hancock, TN",2012,"22,735"
"Hardeman, TN",2012,"25,642"
"Hardin, TN",2012,"34,732"
"Hawkins, TN",2012,"30,487"
"Haywood, TN",2012,"30,246"
"Henderson, TN",2012,"31,249"
"Henry, TN",2012,"35,343"
"Hickman, TN",2012,"27,073"
"Houston, TN",2012,"28,393"
"Humphreys, TN",2012,"33,045"
"Jackson, TN",2012,"26,585"
"Jefferson, TN",2012,"29,653"
"Johnson, TN",2012,"26,784"
"Knox, TN",2012,"42,010"
