County Name,Year,Populations
"Stewart, GA",2013,"5,558"
"Sumter, GA",2013,"31,339"
"Talbot, GA",2013,"6,539"
"Taliaferro, GA",2013,"1,690"
"Tattnall, GA",2013,"25,648"
"Taylor, GA",2013,"8,381"
"Telfair, GA",2013,"16,633"
"Terrell, GA",2013,"9,168"
"Thomas, GA",2013,"44,772"
"Tift, GA",2013,"40,175"
"Toombs, GA",2013,"27,197"
"Towns, GA",2013,"10,788"
"Treutlen, GA",2013,"6,686"
"Troup, GA",2013,"68,803"
"Turner, GA",2013,"8,203"
"Twiggs, GA",2013,"8,512"
"Union, GA",2013,"21,418"
"Upson, GA",2013,"26,432"
"Walker, GA",2013,"68,611"
"Walton, GA",2013,"86,038"
"Ware, GA",2013,"35,751"
"Warren, GA",2013,"5,522"
"Washington, GA",2013,"20,574"
"Wayne, GA",2013,"29,993"
"Webster, GA",2013,"2,670"
"Wheeler, GA",2013,"7,922"
"White, GA",2013,"27,828"
"Whitfield, GA",2013,"102,757"
"Wilcox, GA",2013,"9,021"
"Wilkes, GA",2013,"9,917"
"Wilkinson, GA",2013,"9,363"
"Worth, GA",2013,"21,066"
"Hawaii, HI",2013,"191,466"
"Honolulu, HI",2013,"986,222"
"Kauai, HI",2013,"69,660"
"Maui + Kalawao, HI*",2013,"161,105"
"Ada, ID",2013,"416,080"
"Adams, ID",2013,"3,862"
"Bannock, ID",2013,"83,449"
"Bear Lake, ID",2013,"5,948"
"Benewah, ID",2013,"9,028"
"Bingham, ID",2013,"45,431"
"Blaine, ID",2013,"21,330"
"Boise, ID",2013,"6,721"
"Bonner, ID",2013,"40,528"
"Bonneville, ID",2013,"107,386"
"Boundary, ID",2013,"10,852"
"Butte, ID",2013,"2,667"
"Camas, ID",2013,"1,044"
"Canyon, ID",2013,"198,642"
"Caribou, ID",2013,"6,825"
"Cassia, ID",2013,"23,353"
"Clark, ID",2013,880
"Clearwater, ID",2013,"8,574"
"Custer, ID",2013,"4,225"
"Elmore, ID",2013,"26,265"
"Franklin, ID",2013,"12,802"
"Fremont (includes Yellowstone Park), ID",2013,"12,883"
"Gem, ID",2013,"16,569"
"Gooding, ID",2013,"15,179"
"Idaho, ID",2013,"16,247"
"Jefferson, ID",2013,"26,797"
"Jerome, ID",2013,"22,790"
"Kootenai, ID",2013,"143,898"
"Latah, ID",2013,"38,216"
"Lemhi, ID",2013,"7,715"
"Lewis, ID",2013,"3,803"
"Lincoln, ID",2013,"5,327"
"Madison, ID",2013,"37,528"
"Minidoka, ID",2013,"20,407"
"Nez Perce, ID",2013,"39,793"
"Oneida, ID",2013,"4,255"
"Owyhee, ID",2013,"11,399"
"Payette, ID",2013,"22,544"
"Power, ID",2013,"7,798"
"Shoshone, ID",2013,"12,693"
"Teton, ID",2013,"10,404"
"Twin Falls, ID",2013,"79,898"
"Valley, ID",2013,"9,576"
"Washington, ID",2013,"9,919"
"Adams, IL",2013,"67,001"
"Alexander, IL",2013,"7,236"
"Bond, IL",2013,"17,327"
"Boone, IL",2013,"53,767"
"Brown, IL",2013,"6,863"
"Bureau, IL",2013,"34,113"
"Calhoun, IL",2013,"5,008"
"Carroll, IL",2013,"14,969"
"Cass, IL",2013,"13,301"
"Champaign, IL",2013,"206,433"
"Christian, IL",2013,"34,147"
"Clark, IL",2013,"16,095"
"Clay, IL",2013,"13,556"
"Clinton, IL",2013,"37,727"
"Coles, IL",2013,"53,052"
"Cook, IL",2013,"5,254,885"
"Crawford, IL",2013,"19,435"
"Cumberland, IL",2013,"10,905"
"DeKalb, IL",2013,"104,207"
"De Witt, IL",2013,"16,373"
"Douglas, IL",2013,"19,859"
"DuPage, IL",2013,"932,519"
"Edgar, IL",2013,"17,938"
"Edwards, IL",2013,"6,687"
"Effingham, IL",2013,"34,215"
"Fayette, IL",2013,"22,193"
"Ford, IL",2013,"13,672"
"Franklin, IL",2013,"39,553"
"Fulton, IL",2013,"36,322"
"Gallatin, IL",2013,"5,387"
"Greene, IL",2013,"13,634"
"Grundy, IL",2013,"50,187"
"Hamilton, IL",2013,"8,346"
"Hancock, IL",2013,"18,544"
"Hardin, IL",2013,"4,176"
"Henderson, IL",2013,"6,962"
"Henry, IL",2013,"49,921"
"Iroquois, IL",2013,"28,941"
"Jackson, IL",2013,"59,757"
"Jasper, IL",2013,"9,606"
"Jefferson, IL",2013,"38,647"
"Jersey, IL",2013,"22,575"
"Jo Daviess, IL",2013,"22,396"
"Johnson, IL",2013,"12,868"
"Kane, IL",2013,"522,935"
"Kankakee, IL",2013,"112,752"
"Kendall, IL",2013,"119,594"
"Knox, IL",2013,"52,127"
"Lake, IL",2013,"704,462"
"LaSalle, IL",2013,"112,428"
"Lawrence, IL",2013,"16,725"
"Lee, IL",2013,"35,116"
"Livingston, IL",2013,"37,396"
"Logan, IL",2013,"29,821"
"McDonough, IL",2013,"32,246"
"McHenry, IL",2013,"307,587"
"McLean, IL",2013,"175,045"
"Macon, IL",2013,"109,563"
"Macoupin, IL",2013,"46,679"
"Madison, IL",2013,"267,317"
"Marion, IL",2013,"38,672"
"Marshall, IL",2013,"12,121"
"Mason, IL",2013,"14,144"
"Massac, IL",2013,"14,845"
"Menard, IL",2013,"12,571"
"Mercer, IL",2013,"16,075"
"Monroe, IL",2013,"33,459"
"Montgomery, IL",2013,"29,362"
"Morgan, IL",2013,"34,999"
"Moultrie, IL",2013,"14,796"
"Ogle, IL",2013,"52,279"
"Peoria, IL",2013,"188,645"
"Perry, IL",2013,"21,714"
"Piatt, IL",2013,"16,429"
"Pike, IL",2013,"16,071"
"Pope, IL",2013,"4,453"
"Pulaski, IL",2013,"5,889"
"Putnam, IL",2013,"5,854"
"Randolph, IL",2013,"33,174"
"Richland, IL",2013,"16,007"
"Rock Island, IL",2013,"147,688"
"St. Clair, IL",2013,"266,805"
"Saline, IL",2013,"24,799"
"Sangamon, IL",2013,"199,131"
"Schuyler, IL",2013,"7,391"
"Scott, IL",2013,"5,211"
"Shelby, IL",2013,"22,141"
"Stark, IL",2013,"5,707"
"Stephenson, IL",2013,"46,672"
"Tazewell, IL",2013,"136,268"
"Union, IL",2013,"17,545"
"Vermilion, IL",2013,"80,588"
"Wabash, IL",2013,"11,673"
"Warren, IL",2013,"17,670"
"Washington, IL",2013,"14,413"
"Wayne, IL",2013,"16,664"
"White, IL",2013,"14,435"
"Whiteside, IL",2013,"57,462"
"Will, IL",2013,"683,873"
"Williamson, IL",2013,"67,447"
"Winnebago, IL",2013,"290,994"
"Woodford, IL",2013,"39,035"
"Adams, IN",2013,"34,654"
"Allen, IN",2013,"363,384"
"Bartholomew, IN",2013,"79,655"
"Benton, IN",2013,"8,746"
"Blackford, IN",2013,"12,458"
"Boone, IN",2013,"60,342"
"Brown, IN",2013,"15,055"
"Carroll, IN",2013,"20,110"
"Cass, IN",2013,"38,590"
"Clark, IN",2013,"112,697"
"Clay, IN",2013,"26,658"
"Clinton, IN",2013,"32,773"
"Crawford, IN",2013,"10,621"
"Daviess, IN",2013,"32,282"
"Dearborn, IN",2013,"49,740"
"Decatur, IN",2013,"26,234"
"DeKalb, IN",2013,"42,339"
"Delaware, IN",2013,"116,817"
"Dubois, IN",2013,"42,277"
"Elkhart, IN",2013,"200,231"
"Fayette, IN",2013,"23,829"
"Floyd, IN",2013,"76,017"
"Fountain, IN",2013,"16,880"
"Franklin, IN",2013,"22,968"
"Fulton, IN",2013,"20,447"
"Gibson, IN",2013,"33,484"
"Grant, IN",2013,"68,850"
"Greene, IN",2013,"32,740"
"Hamilton, IN",2013,"296,904"
"Hancock, IN",2013,"70,964"
"Harrison, IN",2013,"38,992"
"Hendricks, IN",2013,"153,519"
"Henry, IN",2013,"48,847"
"Howard, IN",2013,"82,735"
"Huntington, IN",2013,"36,779"
"Jackson, IN",2013,"43,436"
"Jasper, IN",2013,"33,426"
"Jay, IN",2013,"21,266"
"Jefferson, IN",2013,"32,396"
"Jennings, IN",2013,"28,225"
"Johnson, IN",2013,"145,416"
"Knox, IN",2013,"38,055"
"Kosciusko, IN",2013,"77,870"
"Lagrange, IN",2013,"38,088"
"Lake, IN",2013,"491,768"
"LaPorte, IN",2013,"111,421"
"Lawrence, IN",2013,"45,893"
"Madison, IN",2013,"130,300"
"Marion, IN",2013,"929,345"
"Marshall, IN",2013,"46,919"
"Martin, IN",2013,"10,233"
"Miami, IN",2013,"36,165"
"Monroe, IN",2013,"142,066"
"Montgomery, IN",2013,"38,135"
"Morgan, IN",2013,"69,361"
"Newton, IN",2013,"14,025"
"Noble, IN",2013,"47,253"
"Ohio, IN",2013,"5,995"
"Orange, IN",2013,"19,825"
"Owen, IN",2013,"21,157"
"Parke, IN",2013,"17,242"
"Perry, IN",2013,"19,417"
"Pike, IN",2013,"12,503"
"Porter, IN",2013,"166,489"
"Posey, IN",2013,"25,557"
"Pulaski, IN",2013,"12,941"
"Putnam, IN",2013,"37,592"
"Randolph, IN",2013,"25,617"
"Ripley, IN",2013,"28,296"
"Rush, IN",2013,"16,996"
"St. Joseph, IN",2013,"266,984"
"Scott, IN",2013,"23,747"
"Shelby, IN",2013,"44,351"
"Spencer, IN",2013,"20,759"
"Starke, IN",2013,"23,138"
"Steuben, IN",2013,"34,397"
"Sullivan, IN",2013,"21,137"
"Switzerland, IN",2013,"10,576"
"Tippecanoe, IN",2013,"181,977"
"Tipton, IN",2013,"15,545"
"Union, IN",2013,"7,307"
"Vanderburgh, IN",2013,"181,581"
"Vermillion, IN",2013,"15,853"
"Vigo, IN",2013,"108,242"
"Wabash, IN",2013,"32,270"
"Warren, IN",2013,"8,369"
"Warrick, IN",2013,"60,853"
"Washington, IN",2013,"27,785"
"Wayne, IN",2013,"67,783"
"Wells, IN",2013,"27,716"
"White, IN",2013,"24,404"
"Whitley, IN",2013,"33,286"
"Adair, IA",2013,"7,387"
"Adams, IA",2013,"3,892"
"Allamakee, IA",2013,"14,064"
"Appanoose, IA",2013,"12,653"
"Audubon, IA",2013,"5,863"
"Benton, IA",2013,"25,696"
"Black Hawk, IA",2013,"132,934"
"Boone, IA",2013,"26,291"
"Bremer, IA",2013,"24,575"
"Buchanan, IA",2013,"21,034"
"Buena Vista, IA",2013,"20,663"
"Butler, IA",2013,"14,980"
"Calhoun, IA",2013,"9,899"
"Carroll, IA",2013,"20,542"
"Cass, IA",2013,"13,569"
"Cedar, IA",2013,"18,277"
"Cerro Gordo, IA",2013,"43,527"
"Cherokee, IA",2013,"11,874"
"Chickasaw, IA",2013,"12,272"
"Clarke, IA",2013,"9,246"
"Clay, IA",2013,"16,440"
"Clayton, IA",2013,"17,795"
"Clinton, IA",2013,"48,279"
"Crawford, IA",2013,"17,364"
"Dallas, IA",2013,"74,952"
"Davis, IA",2013,"8,767"
"Decatur, IA",2013,"8,216"
"Delaware, IA",2013,"17,471"
"Des Moines, IA",2013,"40,390"
"Dickinson, IA",2013,"16,878"
"Dubuque, IA",2013,"95,942"
"Emmet, IA",2013,"9,880"
"Fayette, IA",2013,"20,521"
"Floyd, IA",2013,"16,026"
"Franklin, IA",2013,"10,509"
"Fremont, IA",2013,"7,069"
"Greene, IA",2013,"9,158"
"Grundy, IA",2013,"12,343"
"Guthrie, IA",2013,"10,671"
"Hamilton, IA",2013,"15,342"
"Hancock, IA",2013,"11,131"
"Hardin, IA",2013,"17,388"
"Harrison, IA",2013,"14,357"
"Henry, IA",2013,"20,022"
"Howard, IA",2013,"9,439"
"Humboldt, IA",2013,"9,676"
"Ida, IA",2013,"7,073"
"Iowa, IA",2013,"16,279"
"Jackson, IA",2013,"19,514"
"Jasper, IA",2013,"36,729"
"Jefferson, IA",2013,"17,629"
"Johnson, IA",2013,"140,160"
"Jones, IA",2013,"20,517"
"Keokuk, IA",2013,"10,339"
"Kossuth, IA",2013,"15,333"
"Lee, IA",2013,"35,236"
"Linn, IA",2013,"216,480"
"Louisa, IA",2013,"11,349"
"Lucas, IA",2013,"8,695"
"Lyon, IA",2013,"11,696"
"Madison, IA",2013,"15,482"
"Mahaska, IA",2013,"22,422"
"Marion, IA",2013,"33,012"
"Marshall, IA",2013,"41,007"
"Mills, IA",2013,"14,907"
"Mitchell, IA",2013,"10,667"
"Monona, IA",2013,"9,032"
"Monroe, IA",2013,"7,979"
"Montgomery, IA",2013,"10,404"
"Muscatine, IA",2013,"42,960"
"O'Brien, IA",2013,"14,046"
"Osceola, IA",2013,"6,236"
"Page, IA",2013,"15,516"
"Palo Alto, IA",2013,"9,166"
"Plymouth, IA",2013,"24,932"
"Pocahontas, IA",2013,"7,112"
"Polk, IA",2013,"452,687"
"Pottawattamie, IA",2013,"92,864"
"Poweshiek, IA",2013,"18,605"
"Ringgold, IA",2013,"4,971"
"Sac, IA",2013,"10,030"
"Scott, IA",2013,"170,206"
"Shelby, IA",2013,"11,898"
"Sioux, IA",2013,"34,509"
"Story, IA",2013,"93,871"
"Tama, IA",2013,"17,431"
"Taylor, IA",2013,"6,230"
"Union, IA",2013,"12,614"
"Van Buren, IA",2013,"7,435"
"Wapello, IA",2013,"35,509"
"Warren, IA",2013,"47,355"
"Washington, IA",2013,"21,945"
"Wayne, IA",2013,"6,385"
"Webster, IA",2013,"37,333"
"Winnebago, IA",2013,"10,429"
"Winneshiek, IA",2013,"20,839"
"Woodbury, IA",2013,"102,288"
"Worth, IA",2013,"7,489"
"Wright, IA",2013,"12,982"
"Allen, KS",2013,"13,067"
"Anderson, KS",2013,"7,853"
"Atchison, KS",2013,"16,690"
"Barber, KS",2013,"4,910"
"Barton, KS",2013,"27,453"
"Bourbon, KS",2013,"14,836"
"Brown, KS",2013,"9,910"
"Butler, KS",2013,"65,676"
"Chase, KS",2013,"2,689"
"Chautauqua, KS",2013,"3,528"
"Cherokee, KS",2013,"20,898"
"Cheyenne, KS",2013,"2,671"
"Clark, KS",2013,"2,178"
"Clay, KS",2013,"8,389"
"Cloud, KS",2013,"9,356"
"Coffey, KS",2013,"8,378"
"Comanche, KS",2013,"1,926"
"Cowley, KS",2013,"36,164"
"Crawford, KS",2013,"39,246"
"Decatur, KS",2013,"2,908"
"Dickinson, KS",2013,"19,430"
"Doniphan, KS",2013,"7,876"
"Douglas, KS",2013,"114,711"
"Edwards, KS",2013,"2,967"
"Elk, KS",2013,"2,633"
"Ellis, KS",2013,"29,030"
"Ellsworth, KS",2013,"6,368"
"Finney, KS",2013,"37,097"
"Ford, KS",2013,"34,900"
"Franklin, KS",2013,"25,730"
"Geary, KS",2013,"36,802"
"Gove, KS",2013,"2,794"
"Graham, KS",2013,"2,588"
"Grant, KS",2013,"7,853"
"Gray, KS",2013,"5,980"
"Greeley, KS",2013,"1,282"
"Greenwood, KS",2013,"6,358"
"Hamilton, KS",2013,"2,620"
"Harper, KS",2013,"5,839"
"Harvey, KS",2013,"34,720"
"Haskell, KS",2013,"4,124"
"Hodgeman, KS",2013,"1,924"
"Jackson, KS",2013,"13,310"
"Jefferson, KS",2013,"18,790"
"Jewell, KS",2013,"3,060"
"Johnson, KS",2013,"566,411"
"Kearny, KS",2013,"3,912"
"Kingman, KS",2013,"7,801"
"Kiowa, KS",2013,"2,534"
"Labette, KS",2013,"20,872"
"Lane, KS",2013,"1,698"
"Leavenworth, KS",2013,"78,069"
"Lincoln, KS",2013,"3,160"
"Linn, KS",2013,"9,544"
"Logan, KS",2013,"2,775"
"Lyon, KS",2013,"33,489"
"McPherson, KS",2013,"29,412"
"Marion, KS",2013,"12,203"
"Marshall, KS",2013,"9,972"
"Meade, KS",2013,"4,287"
"Miami, KS",2013,"32,834"
"Mitchell, KS",2013,"6,308"
"Montgomery, KS",2013,"34,449"
"Morris, KS",2013,"5,719"
"Morton, KS",2013,"3,116"
"Nemaha, KS",2013,"10,094"
"Neosho, KS",2013,"16,382"
"Ness, KS",2013,"3,087"
"Norton, KS",2013,"5,614"
"Osage, KS",2013,"16,079"
"Osborne, KS",2013,"3,800"
"Ottawa, KS",2013,"6,043"
"Pawnee, KS",2013,"6,863"
"Phillips, KS",2013,"5,562"
"Pottawatomie, KS",2013,"22,573"
"Pratt, KS",2013,"9,776"
"Rawlins, KS",2013,"2,562"
"Reno, KS",2013,"64,072"
"Republic, KS",2013,"4,767"
"Rice, KS",2013,"9,976"
"Riley, KS",2013,"76,936"
"Rooks, KS",2013,"5,194"
"Rush, KS",2013,"3,178"
"Russell, KS",2013,"6,974"
"Saline, KS",2013,"55,762"
"Scott, KS",2013,"4,909"
"Sedgwick, KS",2013,"506,518"
"Seward, KS",2013,"23,335"
"Shawnee, KS",2013,"178,657"
"Sheridan, KS",2013,"2,500"
"Sherman, KS",2013,"6,090"
"Smith, KS",2013,"3,699"
"Stafford, KS",2013,"4,340"
"Stanton, KS",2013,"2,176"
"Stevens, KS",2013,"5,810"
"Sumner, KS",2013,"23,533"
"Thomas, KS",2013,"7,933"
"Trego, KS",2013,"2,945"
"Wabaunsee, KS",2013,"7,025"
"Wallace, KS",2013,"1,560"
"Washington, KS",2013,"5,625"
"Wichita, KS",2013,"2,190"
"Wilson, KS",2013,"9,094"
"Woodson, KS",2013,"3,216"
"Wyandotte, KS",2013,"160,984"
"Adair, KY",2013,"19,126"
"Allen, KY",2013,"20,333"
"Anderson, KY",2013,"21,737"
"Ballard, KY",2013,"8,254"
"Barren, KY",2013,"42,952"
"Bath, KY",2013,"11,974"
"Bell, KY",2013,"28,047"
"Boone, KY",2013,"124,680"
"Bourbon, KY",2013,"20,038"
"Boyd, KY",2013,"48,917"
"Boyle, KY",2013,"29,634"
"Bracken, KY",2013,"8,421"
"Breathitt, KY",2013,"13,533"
"Breckinridge, KY",2013,"20,047"
"Bullitt, KY",2013,"76,899"
"Butler, KY",2013,"12,704"
"Caldwell, KY",2013,"12,887"
"Calloway, KY",2013,"38,435"
"Campbell, KY",2013,"91,089"
"Carlisle, KY",2013,"4,961"
"Carroll, KY",2013,"10,850"
"Carter, KY",2013,"27,605"
"Casey, KY",2013,"16,014"
"Christian, KY",2013,"73,690"
"Clark, KY",2013,"35,562"
"Clay, KY",2013,"21,198"
"Clinton, KY",2013,"10,183"
"Crittenden, KY",2013,"9,179"
"Cumberland, KY",2013,"6,796"
"Daviess, KY",2013,"98,338"
"Edmonson, KY",2013,"12,062"
"Elliott, KY",2013,"7,551"
"Estill, KY",2013,"14,486"
"Fayette, KY",2013,"310,010"
"Fleming, KY",2013,"14,540"
"Floyd, KY",2013,"38,486"
"Franklin, KY",2013,"49,497"
"Fulton, KY",2013,"6,389"
"Gallatin, KY",2013,"8,569"
"Garrard, KY",2013,"17,000"
"Grant, KY",2013,"24,553"
"Graves, KY",2013,"37,400"
"Grayson, KY",2013,"25,958"
"Green, KY",2013,"11,174"
"Greenup, KY",2013,"36,460"
"Hancock, KY",2013,"8,630"
"Hardin, KY",2013,"109,013"
"Harlan, KY",2013,"28,487"
"Harrison, KY",2013,"18,569"
"Hart, KY",2013,"18,465"
"Henderson, KY",2013,"46,369"
"Henry, KY",2013,"15,439"
"Hickman, KY",2013,"4,707"
"Hopkins, KY",2013,"46,442"
"Jackson, KY",2013,"13,393"
"Jefferson, KY",2013,"759,426"
"Jessamine, KY",2013,"50,145"
"Johnson, KY",2013,"23,465"
"Kenton, KY",2013,"162,705"
"Knott, KY",2013,"16,101"
"Knox, KY",2013,"31,653"
"Larue, KY",2013,"14,031"
"Laurel, KY",2013,"59,716"
"Lawrence, KY",2013,"15,910"
"Lee, KY",2013,"6,879"
"Leslie, KY",2013,"10,986"
"Letcher, KY",2013,"23,544"
"Lewis, KY",2013,"13,686"
"Lincoln, KY",2013,"24,440"
"Livingston, KY",2013,"9,332"
"Logan, KY",2013,"26,985"
"Lyon, KY",2013,"8,455"
"McCracken, KY",2013,"65,376"
"McCreary, KY",2013,"17,929"
"McLean, KY",2013,"9,465"
"Madison, KY",2013,"85,959"
"Magoffin, KY",2013,"12,944"
"Marion, KY",2013,"19,922"
"Marshall, KY",2013,"31,218"
"Martin, KY",2013,"12,670"
"Mason, KY",2013,"17,331"
"Meade, KY",2013,"29,247"
"Menifee, KY",2013,"6,336"
"Mercer, KY",2013,"21,304"
"Metcalfe, KY",2013,"9,951"
"Monroe, KY",2013,"10,722"
"Montgomery, KY",2013,"27,239"
"Morgan, KY",2013,"13,371"
"Muhlenberg, KY",2013,"31,330"
"Nelson, KY",2013,"44,552"
"Nicholas, KY",2013,"7,009"
"Ohio, KY",2013,"23,984"
"Oldham, KY",2013,"63,067"
"Owen, KY",2013,"10,638"
"Owsley, KY",2013,"4,603"
"Pendleton, KY",2013,"14,556"
"Perry, KY",2013,"27,981"
"Pike, KY",2013,"63,862"
"Powell, KY",2013,"12,478"
"Pulaski, KY",2013,"63,793"
"Robertson, KY",2013,"2,216"
"Rockcastle, KY",2013,"16,748"
"Rowan, KY",2013,"24,221"
"Russell, KY",2013,"17,753"
"Scott, KY",2013,"50,011"
"Shelby, KY",2013,"44,578"
"Simpson, KY",2013,"17,695"
"Spencer, KY",2013,"17,606"
"Taylor, KY",2013,"25,162"
"Todd, KY",2013,"12,481"
"Trigg, KY",2013,"14,303"
"Trimble, KY",2013,"8,818"
"Union, KY",2013,"15,075"
"Warren, KY",2013,"119,598"
"Washington, KY",2013,"11,860"
"Wayne, KY",2013,"20,786"
"Webster, KY",2013,"13,370"
"Whitley, KY",2013,"35,881"
"Wolfe, KY",2013,"7,283"
"Woodford, KY",2013,"25,344"
"Acadia, LA",2013,"62,294"
"Allen, LA",2013,"25,683"
"Ascension, LA",2013,"114,638"
"Assumption, LA",2013,"23,200"
"Avoyelles, LA",2013,"41,275"
"Beauregard, LA",2013,"36,267"
"Bienville, LA",2013,"13,965"
"Bossier, LA",2013,"124,020"
"Caddo, LA",2013,"255,117"
"Calcasieu, LA",2013,"195,474"
"Caldwell, LA",2013,"9,988"
"Cameron, LA",2013,"6,711"
"Catahoula, LA",2013,"10,253"
"Claiborne, LA",2013,"16,666"
"Concordia, LA",2013,"20,499"
"De Soto, LA",2013,"27,095"
"East Baton Rouge, LA",2013,"443,840"
"East Carroll, LA",2013,"7,498"
"East Feliciana, LA",2013,"19,618"
"Evangeline, LA",2013,"33,826"
"Franklin, LA",2013,"20,509"
"Grant, LA",2013,"22,298"
"Iberia, LA",2013,"73,854"
"Iberville, LA",2013,"33,388"
"Jackson, LA",2013,"16,130"
"Jefferson, LA",2013,"434,296"
"Jefferson Davis, LA",2013,"31,297"
"Lafayette, LA",2013,"231,414"
"Lafourche, LA",2013,"97,291"
"LaSalle, LA",2013,"14,822"
"Lincoln, LA",2013,"47,235"
"Livingston, LA",2013,"134,012"
"Madison, LA",2013,"11,909"
"Morehouse, LA",2013,"26,940"
"Natchitoches, LA",2013,"39,114"
"Orleans, LA",2013,"378,623"
"Ouachita, LA",2013,"156,047"
"Plaquemines, LA",2013,"23,515"
"Pointe Coupee, LA",2013,"22,423"
"Rapides, LA",2013,"132,319"
"Red River, LA",2013,"8,959"
"Richland, LA",2013,"20,918"
"Sabine, LA",2013,"24,266"
"St. Bernard, LA",2013,"43,434"
"St. Charles, LA",2013,"52,614"
"St. Helena, LA",2013,"10,775"
"St. James, LA",2013,"21,608"
"St. John the Baptist, LA",2013,"43,576"
"St. Landry, LA",2013,"83,410"
"St. Martin, LA",2013,"52,939"
"St. Mary, LA",2013,"53,590"
"St. Tammany, LA",2013,"241,941"
"Tangipahoa, LA",2013,"125,526"
"Tensas, LA",2013,"4,934"
"Terrebonne, LA",2013,"112,687"
"Union, LA",2013,"22,458"
"Vermilion, LA",2013,"59,298"
"Vernon, LA",2013,"52,787"
"Washington, LA",2013,"46,413"
"Webster, LA",2013,"40,658"
"West Baton Rouge, LA",2013,"24,660"
"West Carroll, LA",2013,"11,453"
"West Feliciana, LA",2013,"15,460"
"Winn, LA",2013,"14,850"
"Androscoggin, ME",2013,"107,275"
"Aroostook, ME",2013,"70,094"
"Cumberland, ME",2013,"285,570"
"Franklin, ME",2013,"30,520"
"Hancock, ME",2013,"54,574"
"Kennebec, ME",2013,"121,140"
"Knox, ME",2013,"39,691"
"Lincoln, ME",2013,"34,090"
"Oxford, ME",2013,"57,344"
"Penobscot, ME",2013,"153,235"
"Piscataquis, ME",2013,"17,171"
"Sagadahoc, ME",2013,"35,021"
"Somerset, ME",2013,"51,701"
"Waldo, ME",2013,"39,027"
"Washington, ME",2013,"32,304"
"York, ME",2013,"199,439"
"Allegany, MD",2013,"73,566"
"Anne Arundel, MD",2013,"555,438"
"Baltimore, MD",2013,"822,238"
"Calvert, MD",2013,"90,438"
"Caroline, MD",2013,"32,647"
"Carroll, MD",2013,"167,199"
"Cecil, MD",2013,"101,891"
"Charles, MD",2013,"152,649"
"Dorchester, MD",2013,"32,559"
"Frederick, MD",2013,"241,143"
"Garrett, MD",2013,"29,964"
"Harford, MD",2013,"248,892"
"Howard, MD",2013,"303,583"
"Kent, MD",2013,"19,812"
"Montgomery, MD",2013,"1,016,064"
"Prince George's, MD",2013,"890,117"
"Queen Anne's, MD",2013,"48,527"
"St. Mary's, MD",2013,"109,228"
"Somerset, MD",2013,"25,960"
"Talbot, MD",2013,"37,898"
"Washington, MD",2013,"148,994"
"Wicomico, MD",2013,"100,850"
"Worcester, MD",2013,"51,550"
"Baltimore (Independent City), MD",2013,"622,497"
"Barnstable, MA",2013,"214,520"
"Berkshire, MA",2013,"129,473"
"Bristol, MA",2013,"552,454"
"Dukes, MA",2013,"17,162"
"Essex, MA",2013,"764,640"
"Franklin, MA",2013,"71,355"
"Hampden, MA",2013,"467,778"
"Hampshire, MA",2013,"160,848"
"Middlesex, MA",2013,"1,560,347"
"Nantucket, MA",2013,"10,567"
"Norfolk, MA",2013,"688,440"
"Plymouth, MA",2013,"502,825"
"Suffolk, MA",2013,"762,627"
"Worcester, MA",2013,"810,908"
"Alcona, MI",2013,"10,551"
"Alger, MI",2013,"9,435"
"Allegan, MI",2013,"112,013"
"Alpena, MI",2013,"28,965"
"Antrim, MI",2013,"23,121"
"Arenac, MI",2013,"15,410"
"Baraga, MI",2013,"8,717"
"Barry, MI",2013,"59,086"
"Bay, MI",2013,"106,801"
"Benzie, MI",2013,"17,350"
"Berrien, MI",2013,"156,138"
"Branch, MI",2013,"43,587"
"Calhoun, MI",2013,"134,755"
"Cass, MI",2013,"51,581"
"Charlevoix, MI",2013,"26,253"
"Cheboygan, MI",2013,"25,573"
"Chippewa, MI",2013,"38,560"
"Clare, MI",2013,"30,596"
"Clinton, MI",2013,"76,816"
"Crawford, MI",2013,"13,878"
"Delta, MI",2013,"36,802"
"Dickinson, MI",2013,"26,014"
"Eaton, MI",2013,"108,274"
"Emmet, MI",2013,"32,944"
"Genesee, MI",2013,"415,634"
"Gladwin, MI",2013,"25,563"
"Gogebic, MI",2013,"15,905"
"Grand Traverse, MI",2013,"90,096"
"Gratiot, MI",2013,"41,931"
"Hillsdale, MI",2013,"46,125"
"Houghton, MI",2013,"36,672"
"Huron, MI",2013,"32,255"
"Ingham, MI",2013,"284,119"
"Ionia, MI",2013,"63,988"
"Iosco, MI",2013,"25,424"
"Iron, MI",2013,"11,499"
"Isabella, MI",2013,"70,225"
"Jackson, MI",2013,"159,637"
"Kalamazoo, MI",2013,"257,317"
"Kalkaska, MI",2013,"17,287"
"Kent, MI",2013,"624,377"
"Keweenaw, MI",2013,"2,142"
"Lake, MI",2013,"11,391"
"Lapeer, MI",2013,"88,288"
"Leelanau, MI",2013,"21,482"
"Lenawee, MI",2013,"98,803"
"Livingston, MI",2013,"184,196"
"Luce, MI",2013,"6,501"
"Mackinac, MI",2013,"11,012"
"Macomb, MI",2013,"857,158"
"Manistee, MI",2013,"24,477"
"Marquette, MI",2013,"67,773"
"Mason, MI",2013,"28,667"
