County Name,Year,Total Employments
"Whitley, KY",2012,"15,987"
"Wolfe, KY",2012,"2,020"
"Woodford, KY",2012,"13,943"
"Acadia, LA",2012,"23,444"
"Allen, LA",2012,"10,670"
"Ascension, LA",2012,"51,257"
"Assumption, LA",2012,"6,873"
"Avoyelles, LA",2012,"16,545"
"Beauregard, LA",2012,"13,135"
"Bienville, LA",2012,"6,427"
"Bossier, LA",2012,"65,834"
"Caddo, LA",2012,"165,564"
"Calcasieu, LA",2012,"110,879"
"Caldwell, LA",2012,"3,770"
"Cameron, LA",2012,"3,666"
"Catahoula, LA",2012,"4,169"
"Claiborne, LA",2012,"6,264"
"Concordia, LA",2012,"8,750"
"De Soto, LA",2012,"11,797"
"East Baton Rouge, LA",2012,"337,357"
"East Carroll, LA",2012,"2,694"
"East Feliciana, LA",2012,"7,678"
"Evangeline, LA",2012,"11,799"
"Franklin, LA",2012,"8,403"
"Grant, LA",2012,"5,359"
"Iberia, LA",2012,"44,220"
"Iberville, LA",2012,"18,009"
"Jackson, LA",2012,"5,275"
"Jefferson, LA",2012,"269,404"
"Jefferson Davis, LA",2012,"12,560"
"Lafayette, LA",2012,"183,412"
"Lafourche, LA",2012,"51,046"
"LaSalle, LA",2012,"6,368"
"Lincoln, LA",2012,"24,910"
"Livingston, LA",2012,"39,003"
"Madison, LA",2012,"4,909"
"Morehouse, LA",2012,"10,713"
"Natchitoches, LA",2012,"18,639"
"Orleans, LA",2012,"254,012"
"Ouachita, LA",2012,"95,352"
"Plaquemines, LA",2012,"19,639"
"Pointe Coupee, LA",2012,"9,240"
"Rapides, LA",2012,"75,703"
"Red River, LA",2012,"4,206"
"Richland, LA",2012,"9,671"
"Sabine, LA",2012,"8,435"
"St. Bernard, LA",2012,"16,370"
"St. Charles, LA",2012,"31,693"
"St. Helena, LA",2012,"2,798"
"St. James, LA",2012,"10,604"
"St. John the Baptist, LA",2012,"21,020"
"St. Landry, LA",2012,"36,251"
"St. Martin, LA",2012,"19,324"
"St. Mary, LA",2012,"33,900"
"St. Tammany, LA",2012,"123,201"
"Tangipahoa, LA",2012,"60,275"
"Tensas, LA",2012,"2,004"
"Terrebonne, LA",2012,"70,754"
"Union, LA",2012,"8,042"
"Vermilion, LA",2012,"22,472"
"Vernon, LA",2012,"28,529"
"Washington, LA",2012,"16,324"
"Webster, LA",2012,"17,776"
"West Baton Rouge, LA",2012,"14,898"
"West Carroll, LA",2012,"4,064"
"West Feliciana, LA",2012,"7,036"
"Winn, LA",2012,"6,779"
"Androscoggin, ME",2012,"60,347"
"Aroostook, ME",2012,"37,368"
"Cumberland, ME",2012,"228,461"
"Franklin, ME",2012,"15,892"
"Hancock, ME",2012,"34,851"
"Kennebec, ME",2012,"75,082"
"Knox, ME",2012,"26,414"
"Lincoln, ME",2012,"18,840"
"Oxford, ME",2012,"24,610"
"Penobscot, ME",2012,"89,690"
"Piscataquis, ME",2012,"7,959"
"Sagadahoc, ME",2012,"20,864"
"Somerset, ME",2012,"23,352"
"Waldo, ME",2012,"17,835"
"Washington, ME",2012,"16,731"
"York, ME",2012,"98,607"
"Allegany, MD",2012,"37,235"
"Anne Arundel, MD",2012,"365,034"
"Baltimore, MD",2012,"494,593"
"Calvert, MD",2012,"33,878"
"Caroline, MD",2012,"13,525"
"Carroll, MD",2012,"78,792"
"Cecil, MD",2012,"41,400"
"Charles, MD",2012,"59,309"
"Dorchester, MD",2012,"15,713"
"Frederick, MD",2012,"129,332"
"Garrett, MD",2012,"16,821"
"Harford, MD",2012,"120,836"
"Howard, MD",2012,"213,578"
"Kent, MD",2012,"12,266"
"Montgomery, MD",2012,"666,825"
"Prince George's, MD",2012,"433,821"
"Queen Anne's, MD",2012,"22,162"
"St. Mary's, MD",2012,"58,503"
"Somerset, MD",2012,"9,334"
"Talbot, MD",2012,"27,737"
"Washington, MD",2012,"85,272"
"Wicomico, MD",2012,"56,818"
"Worcester, MD",2012,"33,811"
"Baltimore (Independent City), MD",2012,"412,285"
"Barnstable, MA",2012,"139,344"
"Berkshire, MA",2012,"82,425"
"Bristol, MA",2012,"272,569"
"Dukes, MA",2012,"14,909"
"Essex, MA",2012,"418,044"
"Franklin, MA",2012,"38,327"
"Hampden, MA",2012,"248,749"
"Hampshire, MA",2012,"91,201"
"Middlesex, MA",2012,"1,101,035"
"Nantucket, MA",2012,"9,901"
"Norfolk, MA",2012,"438,200"
"Plymouth, MA",2012,"247,861"
"Suffolk, MA",2012,"729,695"
"Worcester, MA",2012,"421,067"
"Alcona, MI",2012,"3,035"
"Alger, MI",2012,"3,606"
"Allegan, MI",2012,"48,513"
"Alpena, MI",2012,"15,803"
"Antrim, MI",2012,"8,819"
"Arenac, MI",2012,"6,482"
"Baraga, MI",2012,"3,693"
"Barry, MI",2012,"18,238"
"Bay, MI",2012,"48,000"
"Benzie, MI",2012,"6,871"
"Berrien, MI",2012,"80,626"
"Branch, MI",2012,"18,330"
"Calhoun, MI",2012,"68,495"
"Cass, MI",2012,"14,369"
"Charlevoix, MI",2012,"14,420"
"Cheboygan, MI",2012,"9,758"
"Chippewa, MI",2012,"17,355"
"Clare, MI",2012,"10,672"
"Clinton, MI",2012,"23,285"
"Crawford, MI",2012,"5,050"
"Delta, MI",2012,"18,492"
"Dickinson, MI",2012,"16,771"
"Eaton, MI",2012,"47,523"
"Emmet, MI",2012,"24,162"
"Genesee, MI",2012,"182,470"
"Gladwin, MI",2012,"7,417"
"Gogebic, MI",2012,"7,036"
"Grand Traverse, MI",2012,"64,575"
"Gratiot, MI",2012,"18,344"
"Hillsdale, MI",2012,"17,961"
"Houghton, MI",2012,"16,304"
"Huron, MI",2012,"17,757"
"Ingham, MI",2012,"188,417"
"Ionia, MI",2012,"25,927"
"Iosco, MI",2012,"10,886"
"Iron, MI",2012,"5,137"
"Isabella, MI",2012,"38,239"
"Jackson, MI",2012,"72,243"
"Kalamazoo, MI",2012,"143,342"
"Kalkaska, MI",2012,"6,277"
"Kent, MI",2012,"428,449"
"Keweenaw, MI",2012,686
"Lake, MI",2012,"2,562"
"Lapeer, MI",2012,"32,068"
"Leelanau, MI",2012,"11,101"
"Lenawee, MI",2012,"39,417"
"Livingston, MI",2012,"73,468"
"Luce, MI",2012,"2,349"
"Mackinac, MI",2012,"6,061"
"Macomb, MI",2012,"395,737"
"Manistee, MI",2012,"10,473"
"Marquette, MI",2012,"35,175"
"Mason, MI",2012,"14,530"
"Mecosta, MI",2012,"17,867"
"Menominee, MI",2012,"10,330"
"Midland, MI",2012,"45,863"
"Missaukee, MI",2012,"5,279"
"Monroe, MI",2012,"54,458"
"Montcalm, MI",2012,"22,344"
"Montmorency, MI",2012,"3,165"
"Muskegon, MI",2012,"77,708"
"Newaygo, MI",2012,"16,755"
"Oakland, MI",2012,"898,575"
"Oceana, MI",2012,"10,678"
"Ogemaw, MI",2012,"8,509"
"Ontonagon, MI",2012,"2,326"
"Osceola, MI",2012,"9,280"
"Oscoda, MI",2012,"2,848"
"Otsego, MI",2012,"14,040"
"Ottawa, MI",2012,"146,771"
"Presque Isle, MI",2012,"5,040"
"Roscommon, MI",2012,"8,268"
"Saginaw, MI",2012,"106,832"
"St. Clair, MI",2012,"65,080"
"St. Joseph, MI",2012,"27,397"
"Sanilac, MI",2012,"17,716"
"Schoolcraft, MI",2012,"3,595"
"Shiawassee, MI",2012,"25,490"
"Tuscola, MI",2012,"18,750"
"Van Buren, MI",2012,"30,499"
"Washtenaw, MI",2012,"246,785"
"Wayne, MI",2012,"907,974"
"Wexford, MI",2012,"17,475"
"Aitkin, MN",2012,"5,929"
"Anoka, MN",2012,"152,106"
"Becker, MN",2012,"20,361"
"Beltrami, MN",2012,"24,644"
"Benton, MN",2012,"22,814"
"Big Stone, MN",2012,"2,967"
"Blue Earth, MN",2012,"48,200"
"Brown, MN",2012,"18,542"
"Carlton, MN",2012,"17,640"
"Carver, MN",2012,"50,500"
"Cass, MN",2012,"14,652"
"Chippewa, MN",2012,"8,123"
"Chisago, MN",2012,"21,789"
"Clay, MN",2012,"27,572"
"Clearwater, MN",2012,"4,338"
"Cook, MN",2012,"4,216"
"Cottonwood, MN",2012,"7,554"
"Crow Wing, MN",2012,"39,048"
"Dakota, MN",2012,"233,542"
"Dodge, MN",2012,"8,489"
"Douglas, MN",2012,"25,448"
"Faribault, MN",2012,"8,071"
"Fillmore, MN",2012,"10,969"
"Freeborn, MN",2012,"16,604"
"Goodhue, MN",2012,"29,576"
"Grant, MN",2012,"3,586"
"Hennepin, MN",2012,"1,071,745"
"Houston, MN",2012,"8,772"
"Hubbard, MN",2012,"9,260"
"Isanti, MN",2012,"15,628"
"Itasca, MN",2012,"21,911"
"Jackson, MN",2012,"7,813"
"Kanabec, MN",2012,"6,214"
"Kandiyohi, MN",2012,"29,809"
"Kittson, MN",2012,"2,742"
"Koochiching, MN",2012,"6,823"
"Lac qui Parle, MN",2012,"4,358"
"Lake, MN",2012,"6,185"
"Lake of the Woods, MN",2012,"2,361"
"Le Sueur, MN",2012,"12,138"
"Lincoln, MN",2012,"3,415"
"Lyon, MN",2012,"19,696"
"McLeod, MN",2012,"22,468"
"Mahnomen, MN",2012,"2,825"
"Marshall, MN",2012,"4,748"
"Martin, MN",2012,"13,039"
"Meeker, MN",2012,"10,907"
"Mille Lacs, MN",2012,"14,060"
"Morrison, MN",2012,"17,821"
"Mower, MN",2012,"21,724"
"Murray, MN",2012,"5,339"
"Nicollet, MN",2012,"18,885"
"Nobles, MN",2012,"14,068"
"Norman, MN",2012,"3,393"
"Olmsted, MN",2012,"112,113"
"Otter Tail, MN",2012,"34,082"
"Pennington, MN",2012,"12,356"
"Pine, MN",2012,"12,332"
"Pipestone, MN",2012,"6,319"
"Polk, MN",2012,"17,785"
"Pope, MN",2012,"6,532"
"Ramsey, MN",2012,"398,859"
"Red Lake, MN",2012,"1,960"
"Redwood, MN",2012,"9,219"
"Renville, MN",2012,"9,090"
"Rice, MN",2012,"32,390"
"Rock, MN",2012,"5,625"
"Roseau, MN",2012,"11,691"
"St. Louis, MN",2012,"119,638"
"Scott, MN",2012,"62,731"
"Sherburne, MN",2012,"35,122"
"Sibley, MN",2012,"6,678"
"Stearns, MN",2012,"108,035"
"Steele, MN",2012,"27,493"
"Stevens, MN",2012,"7,042"
"Swift, MN",2012,"5,964"
"Todd, MN",2012,"11,292"
"Traverse, MN",2012,"2,120"
"Wabasha, MN",2012,"10,878"
"Wadena, MN",2012,"8,125"
"Waseca, MN",2012,"10,698"
"Washington, MN",2012,"108,583"
"Watonwan, MN",2012,"6,142"
"Wilkin, MN",2012,"3,596"
"Winona, MN",2012,"32,936"
"Wright, MN",2012,"55,834"
"Yellow Medicine, MN",2012,"6,891"
"Adams, MS",2012,"16,401"
"Alcorn, MS",2012,"18,378"
"Amite, MS",2012,"3,580"
"Attala, MS",2012,"7,064"
"Benton, MS",2012,"2,208"
"Bolivar, MS",2012,"16,562"
"Calhoun, MS",2012,"5,756"
"Carroll, MS",2012,"2,791"
"Chickasaw, MS",2012,"8,720"
"Choctaw, MS",2012,"3,210"
"Claiborne, MS",2012,"5,629"
"Clarke, MS",2012,"5,260"
"Clay, MS",2012,"8,373"
"Coahoma, MS",2012,"11,780"
"Copiah, MS",2012,"11,048"
"Covington, MS",2012,"7,927"
"DeSoto, MS",2012,"70,560"
"Forrest, MS",2012,"49,034"
"Franklin, MS",2012,"2,766"
"George, MS",2012,"7,715"
"Greene, MS",2012,"3,417"
"Grenada, MS",2012,"12,987"
"Hancock, MS",2012,"20,113"
"Harrison, MS",2012,"120,864"
"Hinds, MS",2012,"169,210"
"Holmes, MS",2012,"6,417"
"Humphreys, MS",2012,"3,825"
"Issaquena, MS",2012,439
"Itawamba, MS",2012,"7,975"
"Jackson, MS",2012,"65,213"
"Jasper, MS",2012,"6,392"
"Jefferson, MS",2012,"2,313"
"Jefferson Davis, MS",2012,"3,469"
"Jones, MS",2012,"38,121"
"Kemper, MS",2012,"4,754"
"Lafayette, MS",2012,"28,314"
"Lamar, MS",2012,"27,915"
"Lauderdale, MS",2012,"45,260"
"Lawrence, MS",2012,"4,198"
"Leake, MS",2012,"8,030"
"Lee, MS",2012,"64,514"
"Leflore, MS",2012,"18,336"
"Lincoln, MS",2012,"16,267"
"Lowndes, MS",2012,"35,675"
"Madison, MS",2012,"72,050"
"Marion, MS",2012,"11,753"
"Marshall, MS",2012,"11,370"
"Monroe, MS",2012,"13,599"
"Montgomery, MS",2012,"4,023"
"Neshoba, MS",2012,"16,448"
"Newton, MS",2012,"8,538"
"Noxubee, MS",2012,"4,632"
"Oktibbeha, MS",2012,"26,867"
"Panola, MS",2012,"16,166"
"Pearl River, MS",2012,"17,733"
"Perry, MS",2012,"3,506"
"Pike, MS",2012,"20,580"
"Pontotoc, MS",2012,"15,848"
"Prentiss, MS",2012,"10,087"
"Quitman, MS",2012,"2,296"
"Rankin, MS",2012,"81,045"
"Scott, MS",2012,"15,501"
"Sharkey, MS",2012,"1,956"
"Simpson, MS",2012,"11,359"
"Smith, MS",2012,"5,067"
"Stone, MS",2012,"6,399"
"Sunflower, MS",2012,"11,986"
"Tallahatchie, MS",2012,"4,717"
"Tate, MS",2012,"9,622"
"Tippah, MS",2012,"9,338"
"Tishomingo, MS",2012,"7,332"
"Tunica, MS",2012,"12,843"
"Union, MS",2012,"13,944"
"Walthall, MS",2012,"4,969"
"Warren, MS",2012,"26,789"
"Washington, MS",2012,"24,404"
"Wayne, MS",2012,"7,869"
"Webster, MS",2012,"3,985"
"Wilkinson, MS",2012,"3,543"
"Winston, MS",2012,"7,426"
"Yalobusha, MS",2012,"5,388"
"Yazoo, MS",2012,"9,961"
"Adair, MO",2012,"14,187"
"Andrew, MO",2012,"4,974"
"Atchison, MO",2012,"2,931"
"Audrain, MO",2012,"13,241"
"Barry, MO",2012,"19,684"
"Barton, MO",2012,"5,943"
"Bates, MO",2012,"6,772"
"Benton, MO",2012,"6,831"
"Bollinger, MO",2012,"3,902"
"Boone, MO",2012,"118,612"
"Buchanan, MO",2012,"57,519"
"Butler, MO",2012,"24,712"
"Caldwell, MO",2012,"3,592"
"Callaway, MO",2012,"19,984"
"Camden, MO",2012,"24,132"
"Cape Girardeau, MO",2012,"53,302"
"Carroll, MO",2012,"4,740"
"Carter, MO",2012,"2,430"
"Cass, MO",2012,"36,384"
"Cedar, MO",2012,"5,797"
"Chariton, MO",2012,"3,880"
"Christian, MO",2012,"28,353"
"Clark, MO",2012,"2,824"
"Clay, MO",2012,"119,034"
"Clinton, MO",2012,"7,267"
"Cole, MO",2012,"64,573"
"Cooper, MO",2012,"8,487"
"Crawford, MO",2012,"9,872"
"Dade, MO",2012,"3,323"
"Dallas, MO",2012,"5,494"
"Daviess, MO",2012,"4,063"
"DeKalb, MO",2012,"5,287"
"Dent, MO",2012,"6,307"
"Douglas, MO",2012,"4,656"
"Dunklin, MO",2012,"14,414"
"Franklin, MO",2012,"52,168"
"Gasconade, MO",2012,"8,357"
"Gentry, MO",2012,"4,043"
"Greene, MO",2012,"203,287"
"Grundy, MO",2012,"5,516"
"Harrison, MO",2012,"4,785"
"Henry, MO",2012,"11,242"
"Hickory, MO",2012,"2,646"
"Holt, MO",2012,"2,467"
"Howard, MO",2012,"4,455"
"Howell, MO",2012,"21,422"
"Iron, MO",2012,"4,914"
"Jackson, MO",2012,"448,604"
"Jasper, MO",2012,"74,611"
"Jefferson, MO",2012,"69,124"
"Johnson, MO",2012,"26,091"
"Knox, MO",2012,"2,343"
"Laclede, MO",2012,"18,309"
"Lafayette, MO",2012,"14,294"
"Lawrence, MO",2012,"14,294"
"Lewis, MO",2012,"4,508"
"Lincoln, MO",2012,"17,213"
"Linn, MO",2012,"6,920"
"Livingston, MO",2012,"8,939"
"McDonald, MO",2012,"9,964"
"Macon, MO",2012,"8,395"
"Madison, MO",2012,"5,339"
"Maries, MO",2012,"3,086"
"Marion, MO",2012,"17,832"
"Mercer, MO",2012,"1,757"
"Miller, MO",2012,"9,503"
"Mississippi, MO",2012,"5,509"
"Moniteau, MO",2012,"6,702"
"Monroe, MO",2012,"4,105"
"Montgomery, MO",2012,"5,244"
"Morgan, MO",2012,"7,837"
"New Madrid, MO",2012,"9,145"
"Newton, MO",2012,"27,462"
"Nodaway, MO",2012,"12,556"
"Oregon, MO",2012,"4,425"
"Osage, MO",2012,"6,397"
"Ozark, MO",2012,"3,373"
"Pemiscot, MO",2012,"8,039"
"Perry, MO",2012,"13,101"
"Pettis, MO",2012,"24,671"
"Phelps, MO",2012,"23,970"
"Pike, MO",2012,"8,687"
"Platte, MO",2012,"54,341"
"Polk, MO",2012,"13,036"
"Pulaski, MO",2012,"29,931"
"Putnam, MO",2012,"2,367"
"Ralls, MO",2012,"5,211"
"Randolph, MO",2012,"13,002"
"Ray, MO",2012,"7,266"
"Reynolds, MO",2012,"2,693"
"Ripley, MO",2012,"4,898"
"St. Charles, MO",2012,"177,524"
"St. Clair, MO",2012,"3,406"
"Ste. Genevieve, MO",2012,"8,067"
"St. Francois, MO",2012,"29,787"
"St. Louis, MO",2012,"754,901"
"Saline, MO",2012,"12,180"
"Schuyler, MO",2012,"1,665"
"Scotland, MO",2012,"2,620"
"Scott, MO",2012,"20,738"
"Shannon, MO",2012,"3,015"
"Shelby, MO",2012,"3,673"
"Stoddard, MO",2012,"15,642"
"Stone, MO",2012,"11,091"
"Sullivan, MO",2012,"4,123"
"Taney, MO",2012,"35,546"
"Texas, MO",2012,"10,153"
"Vernon, MO",2012,"10,976"
"Warren, MO",2012,"10,839"
"Washington, MO",2012,"7,173"
"Wayne, MO",2012,"4,496"
"Webster, MO",2012,"13,318"
"Worth, MO",2012,"1,110"
"Wright, MO",2012,"8,095"
"St. Louis (Independent City), MO",2012,"270,092"
"Beaverhead, MT",2012,"5,788"
"Big Horn, MT",2012,"5,944"
"Blaine, MT",2012,"2,647"
"Broadwater, MT",2012,"2,341"
"Carbon, MT",2012,"5,472"
"Carter, MT",2012,853
"Cascade, MT",2012,"49,761"
"Chouteau, MT",2012,"2,840"
"Custer, MT",2012,"7,859"
"Daniels, MT",2012,"1,317"
"Dawson, MT",2012,"5,540"
"Deer Lodge, MT",2012,"4,321"
"Fallon, MT",2012,"2,734"
"Fergus, MT",2012,"7,442"
"Flathead, MT",2012,"58,236"
"Gallatin, MT",2012,"68,562"
"Garfield, MT",2012,809
"Glacier, MT",2012,"6,505"
"Golden Valley, MT",2012,530
"Granite, MT",2012,"1,497"
"Hill, MT",2012,"10,405"
"Jefferson, MT",2012,"4,740"
"Judith Basin, MT",2012,"1,188"
"Lake, MT",2012,"13,260"
"Lewis and Clark, MT",2012,"47,160"
"Liberty, MT",2012,"1,141"
"Lincoln, MT",2012,"8,684"
"McCone, MT",2012,"1,302"
"Madison, MT",2012,"5,866"
"Meagher, MT",2012,"1,090"
"Mineral, MT",2012,"1,975"
"Missoula, MT",2012,"76,750"
"Musselshell, MT",2012,"2,278"
"Park, MT",2012,"9,627"
"Petroleum, MT",2012,321
"Phillips, MT",2012,"2,656"
"Pondera, MT",2012,"3,056"
"Powder River, MT",2012,"1,205"
"Powell, MT",2012,"3,779"
"Prairie, MT",2012,649
"Ravalli, MT",2012,"19,524"
"Richland, MT",2012,"9,312"
"Roosevelt, MT",2012,"5,634"
"Rosebud, MT",2012,"5,935"
"Sanders, MT",2012,"5,115"
"Sheridan, MT",2012,"2,811"
"Silver Bow, MT",2012,"20,729"
"Stillwater, MT",2012,"5,165"
"Sweet Grass, MT",2012,"2,580"
"Teton, MT",2012,"3,670"
"Toole, MT",2012,"3,466"
"Treasure, MT",2012,399
"Valley, MT",2012,"4,713"
"Wheatland, MT",2012,"1,100"
"Wibaux, MT",2012,759
"Yellowstone, MT",2012,"104,093"
"Adams, NE",2012,"20,621"
"Antelope, NE",2012,"4,058"
"Arthur, NE",2012,269
"Banner, NE",2012,451
"Blaine, NE",2012,373
"Boone, NE",2012,"3,877"
"Box Butte, NE",2012,"7,329"
"Boyd, NE",2012,"1,217"
"Brown, NE",2012,"2,125"
"Buffalo, NE",2012,"35,354"
"Burt, NE",2012,"3,470"
"Butler, NE",2012,"4,616"
"Cass, NE",2012,"9,275"
"Cedar, NE",2012,"5,064"
"Chase, NE",2012,"2,922"
"Cherry, NE",2012,"4,029"
"Cheyenne, NE",2012,"7,842"
"Clay, NE",2012,"3,998"
"Colfax, NE",2012,"6,514"
"Cuming, NE",2012,"6,101"
"Custer, NE",2012,"7,377"
"Dakota, NE",2012,"14,245"
"Dawes, NE",2012,"5,367"
"Dawson, NE",2012,"14,987"
"Deuel, NE",2012,"1,267"
"Dixon, NE",2012,"3,116"
"Dodge, NE",2012,"22,289"
"Douglas, NE",2012,"404,172"
"Dundy, NE",2012,"1,300"
"Fillmore, NE",2012,"3,786"
"Franklin, NE",2012,"1,625"
"Frontier, NE",2012,"1,631"
"Furnas, NE",2012,"3,126"
"Gage, NE",2012,"13,298"
"Garden, NE",2012,"1,312"
"Garfield, NE",2012,"1,545"
"Gosper, NE",2012,"1,062"
"Grant, NE",2012,450
"Greeley, NE",2012,"1,525"
"Hall, NE",2012,"43,602"
"Hamilton, NE",2012,"5,414"
"Harlan, NE",2012,"1,816"
"Hayes, NE",2012,530
"Hitchcock, NE",2012,"1,579"
"Holt, NE",2012,"8,423"
"Hooker, NE",2012,641
"Howard, NE",2012,"3,101"
"Jefferson, NE",2012,"4,969"
"Johnson, NE",2012,"2,768"
"Kearney, NE",2012,"3,575"
"Keith, NE",2012,"5,334"
"Keya Paha, NE",2012,618
"Kimball, NE",2012,"2,634"
"Knox, NE",2012,"5,436"
"Lancaster, NE",2012,"205,307"
"Lincoln, NE",2012,"22,806"
"Logan, NE",2012,531
"Loup, NE",2012,350
"McPherson, NE",2012,269
"Madison, NE",2012,"28,054"
"Merrick, NE",2012,"3,982"
"Morrill, NE",2012,"2,797"
"Nance, NE",2012,"1,971"
"Nemaha, NE",2012,"4,543"
"Nuckolls, NE",2012,"2,526"
"Otoe, NE",2012,"9,436"
"Pawnee, NE",2012,"1,773"
"Perkins, NE",2012,"2,135"
"Phelps, NE",2012,"6,787"
"Pierce, NE",2012,"3,820"
"Platte, NE",2012,"24,879"
"Polk, NE",2012,"2,730"
"Red Willow, NE",2012,"7,729"
"Richardson, NE",2012,"4,424"
"Rock, NE",2012,874
"Saline, NE",2012,"9,687"
"Sarpy, NE",2012,"87,536"
"Saunders, NE",2012,"9,257"
"Scotts Bluff, NE",2012,"23,837"
"Seward, NE",2012,"9,844"
"Sheridan, NE",2012,"3,141"
"Sherman, NE",2012,"1,679"
"Sioux, NE",2012,655
"Stanton, NE",2012,"2,489"
"Thayer, NE",2012,"3,709"
"Thomas, NE",2012,522
"Thurston, NE",2012,"3,949"
"Valley, NE",2012,"2,886"
"Washington, NE",2012,"11,770"
"Wayne, NE",2012,"5,891"
"Webster, NE",2012,"1,937"
"Wheeler, NE",2012,624
"York, NE",2012,"10,697"
"Churchill, NV",2012,"11,706"
"Clark, NV",2012,"1,092,996"
"Douglas, NV",2012,"27,640"
"Elko, NV",2012,"28,801"
"Esmeralda, NV",2012,518
"Eureka, NV",2012,"5,214"
"Humboldt, NV",2012,"10,937"
"Lander, NV",2012,"4,219"
"Lincoln, NV",2012,"2,227"
"Lyon, NV",2012,"16,450"
"Mineral, NV",2012,"2,296"
"Nye, NV",2012,"15,041"
"Pershing, NV",2012,"2,375"
"Storey, NV",2012,"3,750"
"Washoe, NV",2012,"251,925"
"White Pine, NV",2012,"5,697"
"Carson City (Independent City), NV",2012,"37,406"
"Belknap, NH",2012,"37,096"
"Carroll, NH",2012,"30,632"
"Cheshire, NH",2012,"44,829"
"Coos, NH",2012,"17,359"
"Grafton, NH",2012,"70,434"
"Hillsborough, NH",2012,"250,653"
"Merrimack, NH",2012,"97,361"
"Rockingham, NH",2012,"191,978"
"Strafford, NH",2012,"63,826"
"Sullivan, NH",2012,"20,193"
"Atlantic, NJ",2012,"171,854"
"Bergen, NJ",2012,"612,238"
"Burlington, NJ",2012,"264,492"
"Camden, NJ",2012,"256,270"
"Cape May, NJ",2012,"58,053"
"Cumberland, NJ",2012,"73,239"
"Essex, NJ",2012,"460,825"
"Gloucester, NJ",2012,"129,639"
"Hudson, NJ",2012,"322,549"
"Hunterdon, NJ",2012,"73,724"
"Mercer, NJ",2012,"263,963"
"Middlesex, NJ",2012,"495,104"
"Monmouth, NJ",2012,"360,711"
"Morris, NJ",2012,"371,490"
"Ocean, NJ",2012,"227,032"
"Passaic, NJ",2012,"237,214"
"Salem, NJ",2012,"28,083"
"Somerset, NJ",2012,"231,866"
"Sussex, NJ",2012,"60,449"
"Union, NJ",2012,"304,647"
"Warren, NJ",2012,"50,397"
"Bernalillo, NM",2012,"404,416"
"Catron, NM",2012,"1,683"
"Chaves, NM",2012,"28,760"
"Cibola, NM",2012,"10,295"
"Colfax, NM",2012,"6,953"
"Curry, NM",2012,"26,020"
"De Baca, NM",2012,993
"Doña Ana, NM",2012,"97,093"
"Eddy, NM",2012,"32,978"
"Grant, NM",2012,"13,584"
"Guadalupe, NM",2012,"1,958"
"Harding, NM",2012,455
"Hidalgo, NM",2012,"2,187"
"Lea, NM",2012,"38,327"
"Lincoln, NM",2012,"10,626"
"Los Alamos, NM",2012,"19,237"
"Luna, NM",2012,"9,605"
"McKinley, NM",2012,"30,545"
"Mora, NM",2012,"1,784"
"Otero, NM",2012,"28,479"
"Quay, NM",2012,"4,187"
"Rio Arriba, NM",2012,"15,454"
"Roosevelt, NM",2012,"8,771"
"Sandoval, NM",2012,"45,384"
"San Juan, NM",2012,"64,476"
"San Miguel, NM",2012,"11,943"
"Santa Fe, NM",2012,"91,816"
"Sierra, NM",2012,"4,803"
"Socorro, NM",2012,"8,265"
"Taos, NM",2012,"17,117"
"Torrance, NM",2012,"5,277"
"Union, NM",2012,"2,171"
"Valencia, NM",2012,"21,569"
"Albany, NY",2012,"262,101"
"Allegany, NY",2012,"19,335"
"Bronx, NY",2012,"424,446"
"Broome, NY",2012,"112,689"
"Cattaraugus, NY",2012,"38,886"
"Cayuga, NY",2012,"34,930"
"Chautauqua, NY",2012,"66,641"
"Chemung, NY",2012,"45,982"
"Chenango, NY",2012,"23,954"
"Clinton, NY",2012,"41,718"
"Columbia, NY",2012,"30,221"
"Cortland, NY",2012,"23,263"
"Delaware, NY",2012,"22,598"
"Dutchess, NY",2012,"149,520"
"Erie, NY",2012,"556,926"
"Essex, NY",2012,"19,758"
"Franklin, NY",2012,"24,630"
"Fulton, NY",2012,"22,438"
"Genesee, NY",2012,"29,110"
"Greene, NY",2012,"20,558"
"Hamilton, NY",2012,"2,528"
"Herkimer, NY",2012,"23,315"
"Jefferson, NY",2012,"71,377"
"Kings, NY",2012,"922,822"
"Lewis, NY",2012,"9,933"
"Livingston, NY",2012,"27,288"
"Madison, NY",2012,"30,875"
"Monroe, NY",2012,"472,252"
"Montgomery, NY",2012,"24,622"
"Nassau, NY",2012,"841,720"
"New York, NY",2012,"2,773,233"
"Niagara, NY",2012,"89,789"
"Oneida, NY",2012,"131,653"
"Onondaga, NY",2012,"303,604"
"Ontario, NY",2012,"64,983"
"Orange, NY",2012,"179,054"
"Orleans, NY",2012,"17,125"
"Oswego, NY",2012,"44,601"
"Otsego, NY",2012,"33,473"
"Putnam, NY",2012,"39,215"
"Queens, NY",2012,"875,984"
"Rensselaer, NY",2012,"68,801"
"Richmond, NY",2012,"156,598"
"Rockland, NY",2012,"160,009"
"St. Lawrence, NY",2012,"46,498"
"Saratoga, NY",2012,"111,373"
"Schenectady, NY",2012,"82,996"
"Schoharie, NY",2012,"12,363"
"Schuyler, NY",2012,"7,244"
"Seneca, NY",2012,"15,313"
"Steuben, NY",2012,"48,411"
"Suffolk, NY",2012,"837,220"
